product_id,date_anchor,product_code,product_name,family,stock_anchor,seuil_minimum,avg_exit_7d,avg_exit_30d,trend_exit_14d,volatility_exit_30d,entries_14d,exits_14d,days_since_last_entry,stock_to_threshold_ratio,days_cover_estimate,supplier_lead_time_days,current_stock,target_consommation_7d,target_consommation_14d,data_source
69946da4bc1b710da1fee4e9,2025-12-18,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2025-12-19,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2025-12-20,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2025-12-21,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2025-12-22,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2025-12-23,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2025-12-24,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2025-12-25,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2025-12-26,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2025-12-27,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2025-12-28,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2025-12-29,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2025-12-30,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2025-12-31,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-01-01,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-01-02,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-01-03,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-01-04,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-01-05,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-01-06,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-01-07,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-01-08,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-01-09,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-01-10,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-01-11,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-01-12,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-01-13,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-01-14,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-01-15,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-01-16,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-01-17,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-01-18,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-01-19,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-01-20,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-01-21,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-01-22,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-01-23,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-01-24,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-01-25,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-01-26,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-01-27,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-01-28,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-01-29,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-01-30,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-01-31,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-02-01,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-02-02,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946da4bc1b710da1fee4e9,2026-02-03,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,5,real
69946da4bc1b710da1fee4e9,2026-02-04,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,5,real
69946da4bc1b710da1fee4e9,2026-02-05,PRD-2026-0003,Auto Produit 1771335076463,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,5,real
69946d3e7536491125bcd361,2025-11-20,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-11-21,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-11-22,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-11-23,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-11-24,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-11-25,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-11-26,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-11-27,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-11-28,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-11-29,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-11-30,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-12-01,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-12-02,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-12-03,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-12-04,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-12-05,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-12-06,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-12-07,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-12-08,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-12-09,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-12-10,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-12-11,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-12-12,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-12-13,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-12-14,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-12-15,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-12-16,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-12-17,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-12-18,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-12-19,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-12-20,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-12-21,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-12-22,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-12-23,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-12-24,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-12-25,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-12-26,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-12-27,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-12-28,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-12-29,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-12-30,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2025-12-31,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-01-01,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-01-02,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-01-03,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-01-04,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-01-05,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-01-06,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-01-07,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-01-08,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-01-09,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-01-10,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-01-11,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-01-12,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-01-13,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-01-14,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-01-15,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-01-16,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-01-17,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-01-18,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-01-19,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-01-20,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-01-21,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-01-22,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-01-23,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-01-24,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-01-25,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-01-26,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-01-27,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-01-28,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-01-29,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-01-30,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-01-31,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-02-01,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-02-02,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,0,real
69946d3e7536491125bcd361,2026-02-03,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,5,real
69946d3e7536491125bcd361,2026-02-04,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,5,real
69946d3e7536491125bcd361,2026-02-05,PRD-2026-0002,Auto Produit 1771334973993,economat,0,2,0,0,0,0,0,0,999,0,0,0,25,0,5,real
69941eaa379ad6568b2899f4,2025-11-20,PRD-2026-0001,papier,economat,25,15,0,0,0,0,0,0,999,1.6667,250,0,26,0,0,real
69941eaa379ad6568b2899f4,2025-11-21,PRD-2026-0001,papier,economat,25,15,0,0,0,0,0,0,999,1.6667,250,0,26,0,0,real
69941eaa379ad6568b2899f4,2025-11-22,PRD-2026-0001,papier,economat,25,15,0,0,0,0,0,0,999,1.6667,250,0,26,0,0,real
69941eaa379ad6568b2899f4,2025-11-23,PRD-2026-0001,papier,economat,25,15,0,0,0,0,0,0,999,1.6667,250,0,26,0,0,real
69941eaa379ad6568b2899f4,2025-11-24,PRD-2026-0001,papier,economat,25,15,0,0,0,0,0,0,999,1.6667,250,0,26,0,0,real
69941eaa379ad6568b2899f4,2025-11-25,PRD-2026-0001,papier,economat,25,15,0,0,0,0,0,0,999,1.6667,250,0,26,0,0,real
69941eaa379ad6568b2899f4,2025-11-26,PRD-2026-0001,papier,economat,25,15,0,0,0,0,0,0,999,1.6667,250,0,26,0,0,real
69941eaa379ad6568b2899f4,2025-11-27,PRD-2026-0001,papier,economat,25,15,0,0,0,0,0,0,999,1.6667,250,0,26,0,0,real
69941eaa379ad6568b2899f4,2025-11-28,PRD-2026-0001,papier,economat,25,15,0,0,0,0,0,0,999,1.6667,250,0,26,0,0,real
69941eaa379ad6568b2899f4,2025-11-29,PRD-2026-0001,papier,economat,25,15,0,0,0,0,0,0,999,1.6667,250,0,26,0,0,real
69941eaa379ad6568b2899f4,2025-11-30,PRD-2026-0001,papier,economat,25,15,0,0,0,0,0,0,999,1.6667,250,0,26,0,0,real
69941eaa379ad6568b2899f4,2025-12-01,PRD-2026-0001,papier,economat,25,15,0,0,0,0,0,0,999,1.6667,250,0,26,0,0,real
69941eaa379ad6568b2899f4,2025-12-02,PRD-2026-0001,papier,economat,25,15,0,0,0,0,0,0,999,1.6667,250,0,26,0,0,real
69941eaa379ad6568b2899f4,2025-12-03,PRD-2026-0001,papier,economat,25,15,0,0,0,0,0,0,999,1.6667,250,0,26,0,0,real
69941eaa379ad6568b2899f4,2025-12-04,PRD-2026-0001,papier,economat,25,15,0,0,0,0,0,0,999,1.6667,250,0,26,0,0,real
